urn,aspect,metadata,createdon,createdby
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.mandatory,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:05,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.upward_trending,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.valueadded_technologies,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.scalable_content,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.seamless,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:terrance@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:36:38,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.benchmark,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:13,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.framework,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:21,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.system_worthy,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:terrance@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:36:27,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.usercentric_communities,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:27,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.onetoone_partnerships,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:24,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.quality_focused,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:18,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.public.#tableau_1141_1_connect_checkcreatetemptablecap,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:terrance@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:36:26,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.impactful_partnerships,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:23,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.extended,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:19,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.functionalities,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:31,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.opensource_web,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.opensource_web"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:50,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.extended_events,PROD)",datasetKey,"{""name"":""long_tail_companions.adoption_events.extended_events"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:35:46,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.moratorium,PROD)",datasetKey,"{""name"":""long_tail_companions.ecommerce.moratorium"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:42,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.encryption,PROD)",datasetKey,"{""name"":""long_tail_companions.adoption.encryption"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:35:24,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.graphic_interface,PROD)",datasetKey,"{""name"":""long_tail_companions.finance.graphic_interface"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:56,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption_events.extended_events,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:51:53,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.moratorium,PROD)",domains,"{""domains"":[""urn:li:domain:7186eeff-a860-4b0a-989f-69473a0c9c67""]}",2024-08-06 19:52:15,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.encryption,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:51:53,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.graphic_interface,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:52:58,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.service_desk,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""},{""urn"":""urn:li:glossaryTerm:Classification.Confidential""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.bestofbreed_schemas,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.paradigm,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.valueadded_supplychains,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.projection,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:21,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.clear_thinking,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:terrance@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:36:34,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.intuitive_actionitems,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:14,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.nextgeneration_deliverables,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:29,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.user_centric,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:terrance@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:36:37,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.matrix,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:terrance@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:36:25,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.facility,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:22,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.usercentric_communities,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.usercentric_communities"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:12,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.items,PROD)",datasetKey,"{""name"":""long_tail_companions.ecommerce.items"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-21 4:28:53,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.shelterdogs,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.shelterdogs"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-21 4:28:51,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.items,PROD)",domains,"{""domains"":[""urn:li:domain:7186eeff-a860-4b0a-989f-69473a0c9c67""]}",2024-08-06 19:51:53,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.bestofbreed_networks,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:53:40,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.automated,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.bestofbreed_ebusiness,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:05,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.horizontal,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:terrance@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:36:26,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.non_volatile,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""TECHNICAL_OWNER""},{""owner"":""urn:li:corpuser:chris@longtail.com"",""type"":""BUSINESS_OWNER""},{""owner"":""urn:li:corpuser:terrance@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:36:31,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.missioncritical_content_old,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:41,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.holistic_supplychains,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:12,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.endtoend_markets,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.endtoend_markets"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:21,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.alliance,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.user_friendly,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.assimilated,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:05,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.moderator,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.tangible,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.global_interfaces,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:06,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.array,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:25,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.bleedingedge_metrics_old,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:11,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.user_friendly,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:15,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.user_centric,PROD)",datasetKey,"{""name"":""long_tail_companions.marketing.user_centric"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:28,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.intermediate,PROD)",datasetKey,"{""name"":""long_tail_companions.marketing.intermediate"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:20,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.intermediate,PROD)",domains,"{""domains"":[""urn:li:domain:38ff2687-20fb-436c-bb59-4be4f4213fc9""]}",2024-08-06 19:52:58,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.leadingedge_communities,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.leadingedge_communities"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:42,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.website,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""},{""urn"":""urn:li:glossaryTerm:Ecommerce.ReturnRate""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.distributed_schemas,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:28,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.target_solutions,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:eddie@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-26 6:39:17,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.focus_group,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:52:58,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.frame,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:53:40,urn:li:corpuser:tommy@longtail.com
